,Acidobacteria,Actinobacteria,Aquificae,Archaea unclassified,Armatimonadetes,Ascomycota,Bacteria candidate phyla unclassified,Bacteria unclassified,Bacteroidetes,Bacteroidetes/Chlorobi group unclassified,Candidate division CPR1,Candidate division CPR3,Candidate division WWE3,Candidate division Zixibacteria,Candidatus Adlerbacteria,Candidatus Aerophobetes,Candidatus Atribacteria,Candidatus Azambacteria,Candidatus Beckwithbacteria,Candidatus Berkelbacteria,Candidatus Calescamantes,Candidatus Campbellbacteria,Candidatus Dadabacteria,Candidatus Daviesbacteria,Candidatus Falkowbacteria,Candidatus Fervidibacteria,Candidatus Gottesmanbacteria,Candidatus Hydrogenedentes,Candidatus Jorgensenbacteria,Candidatus Kuenenbacteria,Candidatus Levybacteria,Candidatus Magasanikbacteria,Candidatus Microgenomates,Candidatus Moranbacteria,Candidatus Nanohaloarchaeota,Candidatus Nomurabacteria,Candidatus Pacebacteria,Candidatus Parcubacteria,Candidatus Peregrinibacteria,Candidatus Poribacteria,Candidatus Roizmanbacteria,Candidatus Saccharibacteria,Candidatus Uhrbacteria,Candidatus Woesebacteria,Candidatus Wolfebacteria,Chlamydiae,Chloroflexi,Chrysiogenetes,Cloacimonetes,Crenarchaeota,Cyanobacteria,Cyanobacteria/Melainabacteria group unclassified,DPANN group unclassified,Deferribacteres,Deinococcus-Thermus,Dikarya unclassified,Elusimicrobia,Eukaryota unclassified,Euryarchaeota,FCB group unclassified,Fibrobacteres,Firmicutes,Fungi unclassified,Fusobacteria,Gemmatimonadetes,Latescibacteria,Marinimicrobia,Microgenomates group unclassified,Nanoarchaeota,Nitrospinae,Nitrospinae/Tectomicrobia group unclassified,Nitrospirae,Nonspecific/Host,Omnitrophica,Opisthokonta unclassified,PVC group unclassified,Parcubacteria group unclassified,Patescibacteria group unclassified,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,TACK group unclassified,Tenericutes,Terrabacteria group unclassified,Thaumarchaeota,Thermodesulfobacteria,Thermotogae,Unclassified Bacteria unclassified,Verrucomicrobia,AlphaDiversity
SRR5318540_90000_1.fastq.gz,1.11935704132e-05,0.00589901160773,1.11935704132e-05,0.0,0.0,0.0,0.000167903556197,0.0991974210014,0.441899772771,1.11935704132e-05,1.11935704132e-05,0.0,1.11935704132e-05,5.59678520658e-05,0.0,1.11935704132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23871408263e-05,0.0,2.23871408263e-05,0.0,1.11935704132e-05,0.0,2.23871408263e-05,3.35807112395e-05,0.0,0.0,0.0,0.0,0.0,5.59678520658e-05,2.23871408263e-05,0.0,0.0,7.83549928921e-05,0.0,0.0,0.0,1.11935704132e-05,0.000402968534874,0.0,0.000526097809418,0.0,1.11935704132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11935704132e-05,4.47742816526e-05,1.11935704132e-05,0.367966240192,0.0,4.47742816526e-05,0.0,7.83549928921e-05,0.000369387823634,1.11935704132e-05,0.0,0.0,0.0,2.23871408263e-05,0.0110144732865,0.000492517098179,0.0,2.23871408263e-05,0.000302226401155,0.0,3.35807112395e-05,0.0395244971288,0.000671614224789,0.0,0.0,0.000100742133718,0.00216035908974,0.0,0.0,0.0,0.000503710668592,0.0281070553074,0.48806763772246847
SRR5318541_90000_1.fastq.gz,0.0,0.00803801006149,0.0,0.0,0.0,0.0,0.000134153158189,0.119530463946,0.290911123533,0.0,0.0,0.0,1.11794298491e-05,1.11794298491e-05,0.0,0.0,0.0,0.0,0.0,1.11794298491e-05,0.0,0.0,1.11794298491e-05,2.23588596982e-05,2.23588596982e-05,0.0,8.94354387926e-05,0.0,0.0,0.0,1.11794298491e-05,3.35382895472e-05,0.0,0.0,0.0,0.0,0.0,3.35382895472e-05,5.58971492454e-05,0.0,0.0,3.35382895472e-05,0.0,1.11794298491e-05,2.23588596982e-05,0.0,0.000190050307434,0.0,0.000290665176076,1.11794298491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35382895472e-05,0.0,0.498580212409,0.0,4.47177193963e-05,0.0,8.94354387926e-05,0.000335382895472,0.0,0.0,0.0,0.0,1.11794298491e-05,0.0206372275014,0.000581330352152,0.0,1.11794298491e-05,7.82560089435e-05,0.0,0.0,0.05481274455,0.000547792062605,0.0,0.0,6.70765790945e-05,0.0024371157071,0.0,0.0,0.0,0.000804918949134,0.00144214645053,0.4651467295623643
SRR5318542_90000_1.fastq.gz,0.0,0.0278063276432,2.23433729556e-05,0.0,0.0,0.0,0.000111716864778,0.062639646081,0.252926981857,0.0,0.0,0.0,1.11716864778e-05,0.0,0.0,0.0,1.11716864778e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35150594334e-05,1.11716864778e-05,0.000111716864778,0.0,0.0,0.0,0.0,0.0,0.0,1.11716864778e-05,0.0,0.0,0.0,1.11716864778e-05,3.35150594334e-05,0.0,0.0,7.82018053445e-05,0.0,0.0,1.11716864778e-05,1.11716864778e-05,0.000256948788989,0.0,0.000256948788989,0.0,5.5858432389e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11716864778e-05,0.533392170882,0.0,0.000145231924211,0.0,3.35150594334e-05,0.000391009026723,1.11716864778e-05,0.0,0.0,0.0,1.11716864778e-05,0.00508311734739,0.000279292161945,0.0,0.0,4.46867459112e-05,0.0,0.0,0.0210027705782,0.000379837340245,0.0,0.0,3.35150594334e-05,0.00421172580213,0.0,0.0,0.0,0.0002010903566,0.0903566002324,0.50130172517151417
SRR5318543_90000_1.fastq.gz,0.0,0.0161883573513,0.0,0.0,0.0,0.0,0.000111798048006,0.121177904234,0.262714233009,1.11798048006e-05,0.0,0.0,1.11798048006e-05,1.11798048006e-05,0.0,1.11798048006e-05,2.23596096012e-05,1.11798048006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94384384049e-05,0.0,1.11798048006e-05,0.0,2.23596096012e-05,3.35394144018e-05,0.0,0.0,0.0,0.0,0.0,1.11798048006e-05,2.23596096012e-05,0.0,0.0,4.47192192024e-05,0.0,0.0,3.35394144018e-05,1.11798048006e-05,0.000201236486411,0.0,0.000402472972822,0.0,5.5899024003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11798048006e-05,0.0,0.393853343321,0.0,2.23596096012e-05,0.0,1.11798048006e-05,0.000301854729616,2.23596096012e-05,0.0,0.0,0.0,1.11798048006e-05,0.0054781043523,0.000503091216027,0.0,0.0,3.35394144018e-05,0.0,1.11798048006e-05,0.0171945397833,0.00019005668161,0.0,0.0,3.35394144018e-05,0.00386821246101,0.0,0.0,0.0,0.00054781043523,0.176696814874,0.67087767414636124
SRR5318544_90000_1.fastq.gz,0.0,0.0123387611929,1.12068675684e-05,0.0,0.0,0.0,0.000156896145958,0.129898801986,0.197061559324,2.24137351369e-05,0.0,0.0,1.12068675684e-05,1.12068675684e-05,0.0,3.36206027053e-05,0.0,1.12068675684e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.12068675684e-05,0.0,7.84480729791e-05,0.0,0.0,0.0,8.96549405476e-05,1.12068675684e-05,0.0,0.0,0.0,0.0,0.0,2.24137351369e-05,4.48274702738e-05,0.0,0.0,3.36206027053e-05,2.24137351369e-05,0.0,2.24137351369e-05,1.12068675684e-05,0.000190516748664,0.0,0.00014568927839,0.0,5.60343378422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12068675684e-05,1.12068675684e-05,0.587307101792,0.0,3.36206027053e-05,0.0,0.000123275543253,0.000571550245991,0.0,0.0,0.0,0.0,0.0,0.0155103047147,0.000336206027053,0.0,0.0,8.96549405476e-05,0.0,0.0,0.0437404041196,0.0002129304838,0.0,0.0,0.000168103013527,0.00550257197611,0.0,0.0,0.0,0.000762066994654,0.00532326209501,0.40940053670858073
SRR5318545_90000_1.fastq.gz,2.24230329394e-05,0.03093257394,3.36345494092e-05,0.0,0.0,1.12115164697e-05,0.000134538197637,0.124503890396,0.139986994641,1.12115164697e-05,0.0,0.0,2.24230329394e-05,1.12115164697e-05,0.0,1.12115164697e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24230329394e-05,0.0,0.000112115164697,0.0,0.0,0.0,2.24230329394e-05,0.0,0.0,1.12115164697e-05,0.0,0.0,0.0,0.0,3.36345494092e-05,0.0,0.0,7.8480615288e-05,2.24230329394e-05,0.0,1.12115164697e-05,1.12115164697e-05,0.000112115164697,0.0,4.48460658789e-05,0.0,4.48460658789e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.12115164697e-05,1.12115164697e-05,2.24230329394e-05,0.0,0.506211180124,0.0,8.96921317577e-05,0.0,2.24230329394e-05,0.000470883691728,0.0,0.0,0.0,0.0,1.12115164697e-05,0.00949615444985,0.000246653362334,0.0,0.0,6.72690988183e-05,0.0,3.36345494092e-05,0.0270533892414,0.000156961230576,0.0,0.0,3.36345494092e-05,0.00491064421374,0.0,0.0,0.0,0.00079601766935,0.154147139942,0.64586783667101211
SRR5318546_90000_1.fastq.gz,4.49690837549e-05,0.0159527824621,1.12422709387e-05,0.0,0.0,0.0,0.000168634064081,0.101461495222,0.349657110736,4.49690837549e-05,1.12422709387e-05,0.0,1.12422709387e-05,3.37268128162e-05,0.0,0.0,1.12422709387e-05,0.0,0.0,0.0,2.24845418775e-05,0.0,0.0,0.0,0.0,1.12422709387e-05,0.000168634064081,0.0,1.12422709387e-05,0.0,3.37268128162e-05,2.24845418775e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.24845418775e-05,0.0,0.0,5.62113546936e-05,2.24845418775e-05,0.0,3.37268128162e-05,3.37268128162e-05,0.000348510399101,0.0,0.000348510399101,0.0,1.12422709387e-05,0.0,0.0,0.0,1.12422709387e-05,0.0,0.0,0.0,1.12422709387e-05,0.000101180438449,0.0,0.469544688027,0.0,0.000843170320405,0.0,0.000517144463182,0.000539629005059,0.0,0.0,0.0,0.0,2.24845418775e-05,0.0103653738055,0.000595840359753,0.0,1.12422709387e-05,0.000224845418775,0.0,4.49690837549e-05,0.0402698145025,0.000697020798201,0.0,0.0,0.000213603147836,0.00320404721754,0.0,0.0,0.0,0.000741989881956,0.00348510399101,0.4563342358112914
SRR5318548_90000_1.fastq.gz,1.1172934683e-05,0.0138320931376,0.0,0.0,0.0,0.0,0.00011172934683,0.238251659181,0.29467497933,0.0,0.0,0.0,0.0,0.0,0.0,1.1172934683e-05,1.1172934683e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35188040491e-05,0.0,0.000145248150879,0.0,1.1172934683e-05,0.0,4.46917387321e-05,0.0,0.0,0.0,2.2345869366e-05,0.0,0.0,1.1172934683e-05,0.0,0.0,0.0,3.35188040491e-05,1.1172934683e-05,1.1172934683e-05,0.0,1.1172934683e-05,0.000245804563027,0.0,0.000770932493129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2345869366e-05,0.0,0.387320953722,0.0,2.2345869366e-05,0.0,3.35188040491e-05,0.000212285758977,1.1172934683e-05,0.0,0.0,0.0,1.1172934683e-05,0.00572054255771,0.000547473799468,0.0,0.0,0.000134075216196,0.0,1.1172934683e-05,0.0529150186588,0.000625684342249,0.0,0.0,4.46917387321e-05,0.00278206073607,0.0,0.0,0.0,0.000513954995419,0.000815624231861,0.54119916350338193
SRR5318549_90000_1.fastq.gz,1.11619600402e-05,0.00654090858355,0.0,0.0,0.0,0.0,6.69717602411e-05,0.0946087733006,0.288179484317,0.0,0.0,0.0,1.11619600402e-05,2.23239200804e-05,0.0,1.11619600402e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.11619600402e-05,0.0,2.23239200804e-05,0.0,4.46478401607e-05,0.0,3.34858801205e-05,0.0,5.58098002009e-05,2.23239200804e-05,0.0,0.0,3.34858801205e-05,0.0,0.0,1.11619600402e-05,1.11619600402e-05,0.0,0.0,0.000100457640362,1.11619600402e-05,0.0,2.23239200804e-05,3.34858801205e-05,0.000100457640362,0.0,0.000156267440563,1.11619600402e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11619600402e-05,1.11619600402e-05,0.0,0.49166201585,0.0,3.34858801205e-05,0.0,2.23239200804e-05,0.000323696841165,0.0,0.0,0.0,0.0,0.0,0.00571492354057,0.000412992521487,0.0,0.0,8.92956803215e-05,0.0,1.11619600402e-05,0.0500167429401,0.000189753320683,0.0,0.0,2.23239200804e-05,0.00687576738475,0.0,0.0,0.0,0.000245563120884,0.0542248018752,0.53028704288945705
SRR5318550_90000_1.fastq.gz,0.0,0.0186306993764,1.1156107411e-05,0.0,0.0,0.0,8.9248859288e-05,0.115778082711,0.330566618695,0.0,0.0,0.0,0.0,2.2312214822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1156107411e-05,0.0,3.3468322233e-05,0.0,1.1156107411e-05,0.0,2.2312214822e-05,2.2312214822e-05,0.0,0.0,1.1156107411e-05,0.0,0.0,2.2312214822e-05,2.2312214822e-05,0.0,0.0,7.8092751877e-05,0.0,0.0,0.0,0.0,0.000245434363042,0.0,0.000178497718576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466236040921,0.0,2.2312214822e-05,0.0,2.2312214822e-05,0.000100404966699,0.0,0.0,0.0,0.0,0.0,0.00449591128663,0.000267746577864,0.0,0.0,3.3468322233e-05,0.0,2.2312214822e-05,0.059038120419,0.000301214900097,0.0,0.0,2.2312214822e-05,0.00280018296016,0.0,0.0,0.0,0.000356995437152,0.000524337048317,0.4471732319977646
SRR5318551_90000_1.fastq.gz,0.0,0.0125541222158,2.23184394947e-05,1.11592197474e-05,0.0,0.0,0.000122751417221,0.086528589921,0.29286256305,2.23184394947e-05,0.0,0.0,1.11592197474e-05,1.11592197474e-05,0.0,2.23184394947e-05,1.11592197474e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.11592197474e-05,0.0,0.0,0.000122751417221,0.0,1.11592197474e-05,0.0,2.23184394947e-05,1.11592197474e-05,0.0,0.0,3.34776592421e-05,0.0,0.0,2.23184394947e-05,2.23184394947e-05,0.0,0.0,2.23184394947e-05,0.0,1.11592197474e-05,1.11592197474e-05,0.0,0.000156229076463,0.0,0.000200865955452,0.0,1.11592197474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000636075525599,2.23184394947e-05,1.11592197474e-05,0.527998482346,0.0,1.11592197474e-05,0.0,2.23184394947e-05,0.000357095031915,0.0,0.0,0.0,0.0,2.23184394947e-05,0.00523367406151,0.000278980493684,0.0,0.0,8.92737579788e-05,0.0,2.23184394947e-05,0.0310003124582,0.000256662054189,0.0,0.0,1.11592197474e-05,0.00455296165692,0.0,0.0,0.0,0.000435209570147,0.0361893496407,0.44228144428286198
SRR5318552_90000_1.fastq.gz,0.0,0.0151891681061,0.0,0.0,1.11439237756e-05,0.0,8.91513902045e-05,0.0556193235638,0.357864824205,0.0,0.0,1.11439237756e-05,0.0,0.0,0.0,1.11439237756e-05,1.11439237756e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91513902045e-05,0.0,1.11439237756e-05,0.0,1.11439237756e-05,0.0,0.000144871009082,0.0,0.0,0.0,0.0,0.0,6.68635426534e-05,0.0,0.0,8.91513902045e-05,0.0,1.11439237756e-05,2.22878475511e-05,2.22878475511e-05,0.000211734551736,0.0,0.000390037332145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111439237756,4.45756951022e-05,0.0,0.510748314482,0.0,2.22878475511e-05,0.0,2.22878475511e-05,0.000289742018165,0.0,0.0,0.0,0.0,1.11439237756e-05,0.00384465370257,0.000323173789491,0.0,0.0,6.68635426534e-05,0.0,0.0,0.0484760684237,0.000312029865716,0.0,0.0,1.11439237756e-05,0.0044241377389,0.0,0.0,0.0,0.00020059062796,0.00121468769154,0.32716985935814413
SRR5318553_90000_1.fastq.gz,0.0,0.0241257763106,0.0,0.0,0.0,0.0,0.000100710569015,0.121613607117,0.265730431377,2.23801264477e-05,0.0,1.11900632239e-05,2.23801264477e-05,2.23801264477e-05,0.0,1.11900632239e-05,1.11900632239e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35701896716e-05,1.11900632239e-05,0.0,0.0,3.35701896716e-05,3.35701896716e-05,0.0,0.0,1.11900632239e-05,0.0,0.0,0.0,3.35701896716e-05,0.0,0.0,2.23801264477e-05,0.0,0.0,0.0,0.0,0.000156660885134,0.0,0.000167850948358,0.0,1.11900632239e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47602528954e-05,4.47602528954e-05,1.11900632239e-05,0.533900296537,0.0,3.35701896716e-05,0.0,5.59503161193e-05,0.000570693224417,1.11900632239e-05,0.0,0.0,0.0,0.0,0.00810160577407,0.000234991327701,0.0,0.0,0.000123090695462,0.0,0.0,0.0292955855201,0.000234991327701,0.0,0.0,0.000201421138029,0.00502433838751,0.0,0.0,0.0,0.000660213730208,0.00926537234935,0.44331727313772318
SRR5318554_90000_1.fastq.gz,0.0,0.0101829575337,0.0,0.0,0.0,0.0,0.000179041011582,0.11752923404,0.244390980809,2.23801264477e-05,1.11900632239e-05,0.0,0.0,3.35701896716e-05,0.0,0.0,1.11900632239e-05,0.0,0.0,0.0,0.0,0.0,1.11900632239e-05,1.11900632239e-05,0.0,0.0,0.000190231074806,0.0,0.0,0.0,4.47602528954e-05,0.0,0.0,1.11900632239e-05,4.47602528954e-05,0.0,0.0,2.23801264477e-05,0.0,0.0,0.0,2.23801264477e-05,0.0,0.0,1.11900632239e-05,1.11900632239e-05,0.000201421138029,0.0,0.000190231074806,0.0,1.11900632239e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11900632239e-05,0.0,1.11900632239e-05,0.56588149723,0.0,0.000458792592178,0.0,2.23801264477e-05,0.00043641246573,1.11900632239e-05,0.0,0.0,0.0,0.0,0.0140994796621,0.000402842276059,0.0,0.0,0.000100710569015,0.0,3.35701896716e-05,0.0339954120741,0.000414032339283,0.0,0.0,0.000100710569015,0.00869467912494,0.0,0.0,0.0,0.000660213730208,0.00152184859844,0.39270187563189141
SRR5318555_90000_1.fastq.gz,0.0,0.0286659439645,0.0,0.0,0.0,0.0,6.70548396831e-05,0.121961577577,0.21079806435,0.0,0.0,0.0,1.11758066138e-05,4.47032264554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11758066138e-05,0.0,0.000156461292594,0.0,1.11758066138e-05,0.0,6.70548396831e-05,2.23516132277e-05,0.0,0.0,7.82306462969e-05,0.0,0.0,2.23516132277e-05,3.35274198415e-05,1.11758066138e-05,0.0,3.35274198415e-05,1.11758066138e-05,0.0,2.23516132277e-05,0.0,0.000122933872752,0.0,0.000167637099208,0.0,1.11758066138e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11758066138e-05,1.11758066138e-05,1.11758066138e-05,0.585154058494,0.0,4.47032264554e-05,0.0,1.11758066138e-05,0.000424680651326,1.11758066138e-05,0.0,0.0,0.0,0.0,0.00689547268074,0.000268219358732,0.0,0.0,8.94064529107e-05,0.0,1.11758066138e-05,0.0394282457336,0.000245867745505,0.0,0.0,1.11758066138e-05,0.00388918070162,0.0,0.0,0.0,0.000603493557147,0.000547614524078,0.38130063402307091
SRR5318556_90000_1.fastq.gz,2.23616095887e-05,0.0135623162155,0.0,0.0,1.11808047943e-05,2.23616095887e-05,6.7084828766e-05,0.146133118662,0.347163988864,1.11808047943e-05,1.11808047943e-05,0.0,1.11808047943e-05,1.11808047943e-05,0.0,0.0,1.11808047943e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3542414383e-05,0.0,0.000100627243149,0.0,0.0,0.0,5.59040239716e-05,2.23616095887e-05,0.0,0.0,0.0,0.0,0.0,1.11808047943e-05,2.23616095887e-05,0.0,0.0,8.94464383546e-05,0.0,0.0,2.23616095887e-05,0.0,0.000212435291092,0.0,0.000201254486298,0.0,2.23616095887e-05,0.0,0.0,0.0,0.0,0.0,1.11808047943e-05,0.0,0.0,1.11808047943e-05,0.0,0.405326535404,0.0,5.59040239716e-05,0.0,2.23616095887e-05,0.000301881729447,0.0,0.0,0.0,0.0,0.0,0.00716689587316,0.000436051386979,0.0,0.0,0.000156531267121,0.0,1.11808047943e-05,0.0748666689028,0.00041368977739,0.0,0.0,3.3542414383e-05,0.00240387303078,0.0,0.0,0.0,0.000503136215745,0.000447232191773,0.5203359596567565
SRR5318557_90000_1.fastq.gz,1.11995878552e-05,0.0212232189855,1.11995878552e-05,0.0,0.0,1.11995878552e-05,6.7197527131e-05,0.170267334162,0.245640560427,2.23991757103e-05,0.0,0.0,0.0,1.11995878552e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11995878552e-05,1.11995878552e-05,0.0,6.7197527131e-05,0.0,0.0,0.0,4.47983514207e-05,3.35987635655e-05,1.11995878552e-05,0.0,0.0,0.0,0.0,1.11995878552e-05,1.11995878552e-05,0.0,0.0,4.47983514207e-05,0.0,0.0,1.11995878552e-05,0.0,0.000268790108524,0.0,0.000291189284234,0.0,3.35987635655e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000839969089138,8.95967028413e-05,1.11995878552e-05,0.472118626035,0.0,2.23991757103e-05,0.0,0.0003247880478,0.000291189284234,0.0,0.0,0.0,0.0,0.0,0.00901566822341,0.000447983514207,0.0,0.0,0.000179193405683,0.0,3.35987635655e-05,0.0368354444556,0.000268790108524,0.0,0.0,6.7197527131e-05,0.00527500587978,0.0,0.0,0.0,0.000739172798441,0.0353235000952,0.60496277332864534
SRR5318558_90000_1.fastq.gz,3.35296681681e-05,0.0285449241671,0.0,0.0,0.0,1.1176556056e-05,0.000145295228728,0.124763895253,0.231768242934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1176556056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35296681681e-05,0.0,4.47062242241e-05,0.0,0.0,0.0,3.35296681681e-05,4.47062242241e-05,0.0,0.0,0.0,0.0,0.0,3.35296681681e-05,3.35296681681e-05,0.0,0.0,0.00011176556056,0.0,0.0,0.0,2.2353112112e-05,0.000178824896896,0.0,0.000178824896896,0.0,1.1176556056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00160942407207,0.000100589004504,0.0,0.515373352855,0.0,3.35296681681e-05,0.0,0.000849418260257,0.0002794139014,2.2353112112e-05,0.0,0.0,0.0,0.0,0.00609122305053,0.000234707677176,0.0,0.0,5.58827802801e-05,0.0,3.35296681681e-05,0.0195254434299,0.000257060789288,0.0,0.0,4.47062242241e-05,0.0059459278218,0.0,0.0,0.0,0.000469415354353,0.0630693058241,0.56910735585320393
SRR5318559_90000_1.fastq.gz,0.0,0.015466284396,1.11993369992e-05,0.0,0.0,1.11993369992e-05,0.000190388728987,0.168337234436,0.381942189022,0.0,2.23986739985e-05,0.0,3.35980109977e-05,2.23986739985e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35980109977e-05,0.0,0.0,0.000111993369992,0.0,1.11993369992e-05,0.0,5.59966849962e-05,1.11993369992e-05,1.11993369992e-05,0.0,0.0,1.11993369992e-05,0.0,0.0,6.71960219955e-05,0.0,0.0,0.000100794032993,0.0,0.0,2.23986739985e-05,1.11993369992e-05,0.000268784087982,0.0,6.71960219955e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11993369992e-05,0.324803171652,0.0,5.59966849962e-05,0.0,1.11993369992e-05,0.000459172816969,1.11993369992e-05,0.0,0.0,0.0,2.23986739985e-05,0.0122744733512,0.00044797347997,0.0,0.0,0.000111993369992,1.11993369992e-05,3.35980109977e-05,0.0695030854173,0.000268784087982,0.0,0.0,0.0,0.0207187734486,0.0,0.0,0.0,0.000705558230953,0.00372937922075,0.64408842009934075
SRR5318560_90000_1.fastq.gz,0.0,0.0465181433086,1.12064907995e-05,0.0,0.0,1.12064907995e-05,0.00021292332519,0.141739695632,0.360142994823,0.0,1.12064907995e-05,0.0,0.0,1.12064907995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000123271398794,1.12064907995e-05,0.0,0.0,4.48259631979e-05,1.12064907995e-05,0.0,0.0,0.0,0.0,0.0,3.36194723984e-05,1.12064907995e-05,0.0,1.12064907995e-05,0.000134477889594,1.12064907995e-05,0.0,3.36194723984e-05,0.0,0.000313781742385,0.0,8.96519263958e-05,0.0,6.72389447968e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24129815989e-05,0.0,0.288141291436,0.0,0.000123271398794,0.0,4.48259631979e-05,0.000369814196383,0.0,0.0,0.0,0.0,0.0,0.020339780801,0.000470672613578,0.0,2.24129815989e-05,8.96519263958e-05,0.0,3.36194723984e-05,0.0182217540399,0.000358607705583,0.0,0.0,5.60324539974e-05,0.00410157563261,0.0,0.0,0.0,0.000616356993971,0.117432817088,0.78430948522039878
SRR5318561_90000_1.fastq.gz,0.0,0.0986164790231,1.1202599003e-05,0.0,0.0,0.0,0.000235254579062,0.113269478519,0.311387441887,2.24051980059e-05,1.1202599003e-05,0.0,0.0,0.0,0.0,1.1202599003e-05,1.1202599003e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1202599003e-05,0.0,0.0,5.60129950148e-05,0.0,0.0,0.0,3.36077970089e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1202599003e-05,3.36077970089e-05,0.0,0.0,0.000168038985045,3.36077970089e-05,0.0,0.0,0.0,0.000156836386042,0.0,0.000100823391027,0.0,5.60129950148e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48103960119e-05,0.0,0.313056629138,0.0,4.48103960119e-05,0.0,2.24051980059e-05,0.000291267574077,0.0,0.0,0.0,0.0,2.24051980059e-05,0.0275583935473,0.000347280569092,0.0,0.000156836386042,0.000156836386042,1.1202599003e-05,2.24051980059e-05,0.0182266285778,0.000358483168095,0.0,0.0,8.96207920237e-05,0.00743852573797,0.0,0.0,0.0,0.000638548143169,0.107276088052,0.86332008623962075
SRR5318562_90000_1.fastq.gz,0.0,0.00639180777726,0.0,0.0,0.0,0.0,1.11549873949e-05,0.00561095865962,0.481549650849,0.0,0.0,0.0,1.11549873949e-05,1.11549873949e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23099747897e-05,0.0,0.0,7.8084911764e-05,1.11549873949e-05,0.0,1.11549873949e-05,0.0,3.34649621846e-05,0.0,1.11549873949e-05,0.0,1.11549873949e-05,0.0,0.0,0.0,0.0,0.0,1.11549873949e-05,0.0,2.23099747897e-05,0.0,0.0,0.431474912433,0.0,0.0,0.0,1.11549873949e-05,6.69299243692e-05,0.0,0.0,0.0,0.0,2.23099747897e-05,0.00165093813444,3.34649621846e-05,0.0,0.0,5.57749369743e-05,0.0,1.11549873949e-05,0.0273631840796,0.000490819445374,0.0,0.0,0.0,0.00262142203779,0.0,0.0,0.0,1.11549873949e-05,0.0423889521005,0.20823459102888722
